ID,Title,Description,Type,Priority,Status,Component,Tags
BUG-0176,Timeout error on user creation,user creation operation times out after 120 seconds. Database query performance issue. Affects 10% of users.,Bug,Low,Open,API Gateway,feature-request
BUG-0177,High CPU usage during approve,approve causes CPU spike to 95%. Inefficient algorithm in Payment Service. Affects premium tier users.,Bug,Medium,In Progress,Payment Service,"backend, service"
BUG-0178,Login fails with # in password,Users cannot authenticate when password contains #. Error message: internal server error. Affects all users.,Bug,Critical,Open,Authentication,"backend, service"
BUG-0179,Login fails with special characters in password,Users cannot authenticate when password contains special characters. Error message: NullPointerException. Affects admin users.,Bug,Low,In Progress,Admin Panel,technical-debt
BUG-0180,Data table not responsive on small screens,Data table component breaks on small screens. Layout issue in User Service. during peak hours.,Bug,Low,Closed,Reporting Module,feature-request
BUG-0181,JSON parsing error in /api/payments,/api/payments fails to parse request body. Error: unauthorized. Occurs when during concurrent requests.,Bug,Medium,Deferred,Notification Service,"frontend, ui"
BUG-0182,Infinite scroll not loading more items,Scroll event not triggering pagination. Authentication stuck after 50 items. Reproducible intermittently.,Bug,High,Open,User Service,"performance, optimization"
BUG-0183,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Payment Service. Reproducible consistently.,Bug,Critical,Deferred,Database,feature-request
BUG-0184,Infinite scroll not loading more items,Scroll event not triggering pagination. Backend stuck after 50 items. Reproducible occasionally.,Bug,High,Deferred,Notification Service,"bug, critical"
BUG-0185,Memory leak in API Gateway,API Gateway exhibits memory growth over time. Reaches 5000MB after 1 hour. Causes service unavailability.,Bug,Medium,Open,Reporting Module,"api, integration"
BUG-0186,Dashboard load time exceeds 30 seconds,Dashboard page takes 30 seconds to load during batch processing. Performance bottleneck in User Service.,Bug,Medium,Open,User Service,"frontend, ui"
BUG-0187,Third-party email service integration failing,Integration with email service returns internal server error. API key validation issue. Affects mobile users.,Bug,High,Deferred,Frontend,"database, performance"
BUG-0188,Password reset email not sent,Users requesting password reset do not receive email. Email service returns connection refused. Affects premium tier users.,Bug,Critical,Deferred,Reporting Module,"database, performance"
BUG-0189,JavaScript error in Dashboard,Console shows internal server error when using Dashboard. Breaks admin users. Occurs in Edge.,Bug,Low,In Progress,API Gateway,"api, integration"
BUG-0190,Login fails with # in password,Users cannot authenticate when password contains #. Error message: connection refused. Affects 10% of users.,Bug,Critical,Open,Payment Service,feature-request
BUG-0191,Memory leak in Frontend,Frontend exhibits memory growth over time. Reaches 500MB after 4 hours. Causes cascading failures.,Bug,Medium,Resolved,Admin Panel,"security, compliance"
BUG-0192,Third-party payment gateway integration failing,Integration with payment gateway returns invalid JSON. API key validation issue. Affects admin users.,Bug,Low,Closed,Reporting Module,"security, compliance"
BUG-0193,Password reset email not sent,Users requesting password reset do not receive email. Email service returns internal server error. Affects mobile users.,Bug,Critical,Deferred,Backend,"database, performance"
BUG-0194,JavaScript error in Reports,Console shows unauthorized when using Reports. Breaks all users. Occurs in Safari.,Bug,Medium,In Progress,Database,feature-request
BUG-0195,Third-party payment gateway integration failing,Integration with payment gateway returns timeout error. API key validation issue. Affects all users.,Bug,Critical,Open,Reporting Module,"backend, service"
BUG-0196,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Database. Reproducible intermittently.,Bug,Critical,Open,Database,"database, performance"
BUG-0197,Data inconsistency in products,products contains duplicate entries for email. Unique constraint not enforced. Data integrity issue.,Bug,Critical,Open,User Service,"bug, critical"
BUG-0198,API returns 502 for /api/orders,/api/orders endpoint returns 502 instead of expected 200. Response body: internal server error. Breaks 10% of users.,Bug,High,Open,Authentication,"performance, optimization"
BUG-0199,Timeout error on data retrieval,data retrieval operation times out after 5 seconds. Database query performance issue. Affects mobile users.,Bug,High,Resolved,Database,"security, compliance"
BUG-0200,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in Admin Panel. Reproducible in production only.,Bug,High,In Progress,Database,"database, performance"
BUG-0201,Memory leak in Notification Service,Notification Service exhibits memory growth over time. Reaches 500MB after 4 hours. Causes degraded performance.,Bug,Medium,Resolved,Payment Service,feature-request
BUG-0202,Third-party email service integration failing,Integration with email service returns connection refused. API key validation issue. Affects premium tier users.,Bug,Low,Open,Backend,technical-debt
BUG-0203,Session timeout not working correctly,User sessions remain active beyond configured timeout period of 60 minutes. Security risk as users remain authenticated. Occurs in Notification Service.,Bug,Low,Resolved,Admin Panel,feature-request
BUG-0204,Login fails with & in password,Users cannot authenticate when password contains &. Error message: invalid JSON. Affects specific customers.,Bug,Medium,Resolved,Reporting Module,feature-request
BUG-0205,Memory leak in API Gateway,API Gateway exhibits memory growth over time. Reaches 500MB after 1 hour. Causes degraded performance.,Bug,High,Deferred,Backend,"backend, service"
BUG-0206,Database connection pool exhausted,Application runs out of database connections during concurrent users. Connection pool size: 10. Causes cascading failures.,Bug,Critical,Deferred,Payment Service,"authentication, security"
BUG-0207,API returns 403 for /api/orders,/api/orders endpoint returns 403 instead of expected 200. Response body: validation error. Breaks admin users.,Bug,Medium,Open,Database,"performance, optimization"
BUG-0208,Webhook delivery failures,Webhooks not delivered to /api/reports. Retry mechanism failing. in production only.,Bug,Medium,In Progress,Frontend,technical-debt
BUG-0209,JavaScript error in Settings,Console shows constraint violation when using Settings. Breaks specific customers. Occurs in Edge.,Bug,Medium,In Progress,Reporting Module,"api, integration"
BUG-0210,Search bar not responsive on mobile devices,Search bar component breaks on mobile devices. Layout issue in Reporting Module. in production only.,Bug,Medium,Resolved,User Service,"bug, critical"
BUG-0211,Search bar not responsive on mobile devices,Search bar component breaks on mobile devices. Layout issue in Notification Service. occasionally.,Bug,Low,Closed,API Gateway,"security, compliance"
BUG-0212,Memory leak in Notification Service,Notification Service exhibits memory growth over time. Reaches 500MB after 4 hours. Causes system slowdown.,Bug,Low,In Progress,Backend,"performance, optimization"
BUG-0213,Webhook delivery failures,Webhooks not delivered to /api/orders. Retry mechanism failing. consistently.,Bug,Critical,Open,Frontend,"api, integration"
BUG-0214,JSON parsing error in /api/users,/api/users fails to parse request body. Error: NullPointerException. Occurs when on first request.,Bug,High,Open,Admin Panel,"bug, critical"
BUG-0215,Infinite scroll not loading more items,Scroll event not triggering pagination. Notification Service stuck after 50 items. Reproducible consistently.,Bug,Low,Open,Backend,"security, compliance"
BUG-0216,Form validation missing for timestamp,timestamp input field accepts invalid data. No client-side validation. Causes connection refused on submission.,Bug,Medium,Open,Payment Service,"bug, critical"
BUG-0217,Login fails with @ in password,Users cannot authenticate when password contains @. Error message: unauthorized. Affects premium tier users.,Bug,Critical,In Progress,Reporting Module,technical-debt
BUG-0218,Data inconsistency in users,users contains duplicate entries for email. Unique constraint not enforced. Data integrity issue.,Bug,High,In Progress,Database,"backend, service"
BUG-0219,Webhook delivery failures,Webhooks not delivered to /api/orders. Retry mechanism failing. consistently.,Bug,Medium,Closed,Payment Service,"api, integration"
BUG-0220,Form validation missing for status,status input field accepts invalid data. No client-side validation. Causes constraint violation on submission.,Bug,High,Resolved,Admin Panel,"performance, optimization"
BUG-0221,Transaction deadlock in export,export encounters deadlock when on first request. Database returns constraint violation. Affects all users.,Bug,Critical,Deferred,Authentication,"api, integration"
BUG-0222,Rate limiting not enforced on /api/payments,"/api/payments accepts unlimited requests, causing service unavailability. No rate limit validation in Authentication.",Bug,Low,Deferred,Authentication,"security, compliance"
BUG-0223,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Backend. Reproducible occasionally.,Bug,Critical,Deferred,Notification Service,"authentication, security"
BUG-0224,Search bar not responsive on tablet,Search bar component breaks on tablet. Layout issue in Database. consistently.,Bug,High,Closed,User Service,"frontend, ui"
BUG-0225,Form validation missing for status,status input field accepts invalid data. No client-side validation. Causes unauthorized on submission.,Bug,Low,Open,Frontend,"frontend, ui"
BUG-0226,Data table not responsive on small screens,Data table component breaks on small screens. Layout issue in Reporting Module. in production only.,Bug,Critical,Resolved,Admin Panel,"bug, critical"
BUG-0227,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 50. Causes degraded performance.,Bug,Medium,Deferred,Authentication,"performance, optimization"
BUG-0228,JSON parsing error in /api/orders,/api/orders fails to parse request body. Error: timeout error. Occurs when during concurrent requests.,Bug,Critical,In Progress,Admin Panel,"security, compliance"
BUG-0229,High CPU usage during approve,approve causes CPU spike to 95%. Inefficient algorithm in Reporting Module. Affects specific customers.,Bug,Medium,Open,API Gateway,feature-request
BUG-0230,JavaScript error in Reports,Console shows connection refused when using Reports. Breaks mobile users. Occurs in Firefox.,Bug,Medium,Closed,Database,"database, performance"
BUG-0231,High CPU usage during approve,approve causes CPU spike to 95%. Inefficient algorithm in Database. Affects all users.,Bug,High,Resolved,Database,"api, integration"
BUG-0232,Rate limiting not enforced on /api/users,"/api/users accepts unlimited requests, causing service unavailability. No rate limit validation in Authentication.",Bug,Critical,Open,Frontend,"database, performance"
BUG-0233,High CPU usage during approve,approve causes CPU spike to 90%. Inefficient algorithm in Frontend. Affects premium tier users.,Bug,Low,Resolved,Frontend,feature-request
BUG-0234,registration fails with 401 error,Users encounter 401 unauthorized error when attempting registration. Token validation failing in User Service. Reproducible during peak hours.,Bug,Critical,Open,Payment Service,"api, integration"
BUG-0235,Data inconsistency in orders,orders contains duplicate entries for order_date. Unique constraint not enforced. Data integrity issue.,Bug,Low,In Progress,Admin Panel,"backend, service"
BUG-0236,Data inconsistency in transactions,transactions contains duplicate entries for user_id. Unique constraint not enforced. Data integrity issue.,Bug,Low,Deferred,Frontend,"api, integration"
BUG-0237,API returns 502 for /api/auth,/api/auth endpoint returns 502 instead of expected 200. Response body: internal server error. Breaks specific customers.,Bug,Low,In Progress,Reporting Module,feature-request
BUG-0238,Dropdown not responsive on iPhone,Dropdown component breaks on iPhone. Layout issue in API Gateway. in production only.,Bug,Medium,Deferred,Frontend,"bug, critical"
BUG-0239,Webhook delivery failures,Webhooks not delivered to /api/auth. Retry mechanism failing. occasionally.,Bug,Low,Resolved,Backend,"security, compliance"
BUG-0240,registration fails with 401 error,Users encounter 401 unauthorized error when attempting registration. Token validation failing in Payment Service. Reproducible occasionally.,Bug,Critical,Resolved,Backend,"security, compliance"
BUG-0241,Login fails with & in password,Users cannot authenticate when password contains &. Error message: unauthorized. Affects specific customers.,Bug,Low,Closed,Authentication,"api, integration"
BUG-0242,Rate limiting not enforced on /api/reports,"/api/reports accepts unlimited requests, causing degraded performance. No rate limit validation in Backend.",Bug,Low,Resolved,Database,"backend, service"
BUG-0243,API returns 503 for /api/products,/api/products endpoint returns 503 instead of expected 200. Response body: validation error. Breaks admin users.,Bug,Medium,Deferred,Payment Service,"performance, optimization"
BUG-0244,Session timeout not working correctly,User sessions remain active beyond configured timeout period of 60 minutes. Security risk as users remain authenticated. Occurs in User Service.,Bug,High,Resolved,Authentication,"api, integration"
BUG-0245,Query performance degradation on products,SELECT query on products taking 5 seconds. Missing index on order_date. Affects mobile users.,Bug,Medium,Closed,Admin Panel,"authentication, security"
BUG-0246,JSON parsing error in /api/users,/api/users fails to parse request body. Error: connection refused. Occurs when with large datasets.,Bug,Critical,Closed,Payment Service,feature-request
BUG-0247,Session timeout not working correctly,User sessions remain active beyond configured timeout period of 30 minutes. Security risk as users remain authenticated. Occurs in Backend.,Bug,Medium,Open,Admin Panel,"api, integration"
BUG-0248,Transaction deadlock in approve,approve encounters deadlock when with large datasets. Database returns NullPointerException. Affects specific customers.,Bug,High,Open,User Service,"performance, optimization"
BUG-0249,Infinite scroll not loading more items,Scroll event not triggering pagination. Backend stuck after 20 items. Reproducible in production only.,Bug,High,Deferred,Database,feature-request
BUG-0250,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 10. Causes cascading failures.,Bug,Low,Deferred,Backend,"bug, critical"
BUG-0251,Transaction deadlock in export,export encounters deadlock when during concurrent requests. Database returns timeout error. Affects 10% of users.,Bug,High,Closed,User Service,"frontend, ui"
BUG-0252,Timeout error on file upload,file upload operation times out after 10 seconds. Database query performance issue. Affects admin users.,Bug,Low,Deferred,Notification Service,feature-request
BUG-0253,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in Backend. Reproducible occasionally.,Bug,Medium,In Progress,Database,"database, performance"
BUG-0254,Third-party analytics platform integration failing,Integration with analytics platform returns constraint violation. API key validation issue. Affects specific customers.,Bug,High,In Progress,User Service,"authentication, security"
BUG-0255,Search bar not responsive on iPhone,Search bar component breaks on iPhone. Layout issue in User Service. in production only.,Bug,Critical,Closed,API Gateway,technical-debt
BUG-0256,Rate limiting not enforced on /api/users,"/api/users accepts unlimited requests, causing service unavailability. No rate limit validation in Admin Panel.",Bug,High,Open,Frontend,"frontend, ui"
BUG-0257,Query performance degradation on orders,SELECT query on orders taking 5 seconds. Missing index on product_id. Affects 10% of users.,Bug,Critical,In Progress,Frontend,"backend, service"
BUG-0258,Query performance degradation on products,SELECT query on products taking 5 seconds. Missing index on user_id. Affects premium tier users.,Bug,Low,In Progress,User Service,"performance, optimization"
BUG-0259,Settings load time exceeds 10 seconds,Settings page takes 10 seconds to load during batch processing. Performance bottleneck in Reporting Module.,Bug,Critical,Deferred,API Gateway,"security, compliance"
BUG-0260,password reset fails with 401 error,Users encounter 401 unauthorized error when attempting password reset. Token validation failing in Reporting Module. Reproducible in production only.,Bug,High,In Progress,Backend,"database, performance"
BUG-0261,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Database. Reproducible occasionally.,Bug,Low,In Progress,Frontend,"api, integration"
BUG-0262,Memory leak in Backend,Backend exhibits memory growth over time. Reaches 500MB after 24 hours. Causes degraded performance.,Bug,High,In Progress,User Service,"api, integration"
BUG-0263,Timeout error on user creation,user creation operation times out after 5 seconds. Database query performance issue. Affects premium tier users.,Bug,High,In Progress,Frontend,"security, compliance"
BUG-0264,API returns 404 for /api/reports,/api/reports endpoint returns 404 instead of expected 200. Response body: connection refused. Breaks specific customers.,Bug,Low,Open,Backend,"security, compliance"
BUG-0265,Data inconsistency in transactions,transactions contains duplicate entries for status. Unique constraint not enforced. Data integrity issue.,Bug,High,Open,Database,"performance, optimization"
BUG-0266,JSON parsing error in /api/auth,/api/auth fails to parse request body. Error: connection refused. Occurs when on first request.,Bug,Low,In Progress,Backend,"bug, critical"
BUG-0267,Login fails with special characters in password,Users cannot authenticate when password contains special characters. Error message: timeout error. Affects premium tier users.,Bug,Medium,Resolved,API Gateway,"authentication, security"
BUG-0268,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in Frontend. Reproducible in production only.,Bug,Medium,Resolved,User Service,"frontend, ui"
BUG-0269,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 50. Causes degraded performance.,Bug,Low,Deferred,API Gateway,"frontend, ui"
BUG-0270,Password reset email not sent,Users requesting password reset do not receive email. Email service returns constraint violation. Affects admin users.,Bug,High,Resolved,Reporting Module,"bug, critical"
BUG-0271,Password reset email not sent,Users requesting password reset do not receive email. Email service returns connection refused. Affects specific customers.,Bug,High,Closed,Frontend,technical-debt
BUG-0272,Query performance degradation on sessions,SELECT query on sessions taking 120 seconds. Missing index on order_date. Affects admin users.,Bug,Critical,In Progress,Backend,feature-request
BUG-0273,Rate limiting not enforced on /api/users,"/api/users accepts unlimited requests, causing system slowdown. No rate limit validation in API Gateway.",Bug,Critical,Resolved,Database,"performance, optimization"
BUG-0274,Memory leak in Notification Service,Notification Service exhibits memory growth over time. Reaches 1000MB after 24 hours. Causes degraded performance.,Bug,Low,Open,User Service,"security, compliance"
BUG-0275,Infinite scroll not loading more items,Scroll event not triggering pagination. Backend stuck after 50 items. Reproducible in production only.,Bug,Low,In Progress,API Gateway,"backend, service"
BUG-0276,Login fails with # in password,Users cannot authenticate when password contains #. Error message: validation error. Affects mobile users.,Bug,Medium,Deferred,Backend,"api, integration"
BUG-0277,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in API Gateway. Reproducible intermittently.,Bug,High,In Progress,User Service,technical-debt
BUG-0278,Login fails with unicode characters in password,Users cannot authenticate when password contains unicode characters. Error message: internal server error. Affects admin users.,Bug,Medium,Closed,Notification Service,"database, performance"
BUG-0279,Form validation missing for email,email input field accepts invalid data. No client-side validation. Causes validation error on submission.,Bug,High,Closed,API Gateway,"security, compliance"
BUG-0280,Webhook delivery failures,Webhooks not delivered to /api/reports. Retry mechanism failing. intermittently.,Bug,Critical,Resolved,Admin Panel,"bug, critical"
BUG-0281,High CPU usage during approve,approve causes CPU spike to 90%. Inefficient algorithm in Notification Service. Affects premium tier users.,Bug,High,Open,Frontend,"bug, critical"
BUG-0282,Query performance degradation on orders,SELECT query on orders taking 5 seconds. Missing index on timestamp. Affects 10% of users.,Bug,Medium,Deferred,Payment Service,feature-request
BUG-0283,Data inconsistency in audit_logs,audit_logs contains duplicate entries for user_id. Unique constraint not enforced. Data integrity issue.,Bug,High,In Progress,Authentication,"api, integration"
BUG-0284,Search bar not responsive on tablet,Search bar component breaks on tablet. Layout issue in Notification Service. during peak hours.,Bug,Critical,Deferred,Payment Service,"api, integration"
BUG-0285,Form validation missing for product_id,product_id input field accepts invalid data. No client-side validation. Causes timeout error on submission.,Bug,High,In Progress,API Gateway,"authentication, security"
BUG-0286,Modal dialog not responsive on Android,Modal dialog component breaks on Android. Layout issue in Backend. during peak hours.,Bug,Low,Open,Authentication,technical-debt
BUG-0287,Transaction deadlock in approve,approve encounters deadlock when with large datasets. Database returns invalid JSON. Affects premium tier users.,Bug,Low,Deferred,Database,"backend, service"
BUG-0288,Data inconsistency in audit_logs,audit_logs contains duplicate entries for timestamp. Unique constraint not enforced. Data integrity issue.,Bug,Critical,Open,Authentication,"bug, critical"
BUG-0289,Admin Panel load time exceeds 5 seconds,Admin Panel page takes 5 seconds to load during peak traffic. Performance bottleneck in Database.,Bug,High,Closed,Database,"api, integration"
BUG-0290,Database connection pool exhausted,Application runs out of database connections during concurrent users. Connection pool size: 100. Causes degraded performance.,Bug,Medium,Deferred,User Service,"security, compliance"
BUG-0291,Search bar not responsive on tablet,Search bar component breaks on tablet. Layout issue in Admin Panel. occasionally.,Bug,Low,Deferred,Database,technical-debt
BUG-0292,Infinite scroll not loading more items,Scroll event not triggering pagination. Frontend stuck after 100 items. Reproducible consistently.,Bug,Medium,Resolved,Authentication,"performance, optimization"
BUG-0293,Infinite scroll not loading more items,Scroll event not triggering pagination. Frontend stuck after 20 items. Reproducible consistently.,Bug,Medium,Closed,Database,"performance, optimization"
BUG-0294,Form not responsive on Android,Form component breaks on Android. Layout issue in User Service. in production only.,Bug,High,Deferred,User Service,feature-request
BUG-0295,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Database. Reproducible in production only.,Bug,Low,Open,Notification Service,"bug, critical"
BUG-0296,Transaction deadlock in export,export encounters deadlock when using special characters. Database returns unauthorized. Affects mobile users.,Bug,Medium,Deferred,API Gateway,"security, compliance"
BUG-0297,Infinite scroll not loading more items,Scroll event not triggering pagination. Backend stuck after 50 items. Reproducible in production only.,Bug,Low,Deferred,Payment Service,"api, integration"
BUG-0298,Password reset email not sent,Users requesting password reset do not receive email. Email service returns unauthorized. Affects mobile users.,Bug,Low,Closed,Notification Service,"frontend, ui"
BUG-0299,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Reporting Module. Reproducible intermittently.,Bug,Critical,Resolved,Backend,feature-request
BUG-0300,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 50. Causes degraded performance.,Bug,Medium,In Progress,Notification Service,"performance, optimization"
BUG-0301,Memory leak in Backend,Backend exhibits memory growth over time. Reaches 2000MB after 4 hours. Causes service unavailability.,Bug,High,Open,User Service,"authentication, security"
BUG-0302,Session timeout not working correctly,User sessions remain active beyond configured timeout period of 120 minutes. Security risk as users remain authenticated. Occurs in Backend.,Bug,Low,In Progress,Frontend,technical-debt
BUG-0303,Third-party payment gateway integration failing,Integration with payment gateway returns connection refused. API key validation issue. Affects premium tier users.,Bug,High,Resolved,Frontend,feature-request
BUG-0304,Third-party email service integration failing,Integration with email service returns NullPointerException. API key validation issue. Affects admin users.,Bug,High,Resolved,Database,feature-request
BUG-0305,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 10. Causes system slowdown.,Bug,High,Deferred,User Service,"performance, optimization"
BUG-0306,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 20. Causes system slowdown.,Bug,Low,In Progress,Notification Service,"performance, optimization"
BUG-0307,API returns 401 for /api/products,/api/products endpoint returns 401 instead of expected 200. Response body: unauthorized. Breaks admin users.,Bug,Critical,Open,Reporting Module,"frontend, ui"
BUG-0308,Webhook delivery failures,Webhooks not delivered to /api/products. Retry mechanism failing. in production only.,Bug,High,Closed,Reporting Module,"performance, optimization"
BUG-0309,Database connection pool exhausted,Application runs out of database connections during batch processing. Connection pool size: 50. Causes degraded performance.,Bug,Low,In Progress,API Gateway,"security, compliance"
BUG-0310,Memory leak in Payment Service,Payment Service exhibits memory growth over time. Reaches 5000MB after 1 hour. Causes degraded performance.,Bug,Low,Open,Database,"authentication, security"
BUG-0311,Login fails with % in password,Users cannot authenticate when password contains %. Error message: connection refused. Affects admin users.,Bug,Medium,Deferred,Backend,"backend, service"
BUG-0312,Webhook delivery failures,Webhooks not delivered to /api/auth. Retry mechanism failing. intermittently.,Bug,Low,Closed,Payment Service,"bug, critical"
BUG-0313,Form validation missing for order_date,order_date input field accepts invalid data. No client-side validation. Causes validation error on submission.,Bug,Critical,Resolved,User Service,"authentication, security"
BUG-0314,JavaScript error in Dashboard,Console shows timeout error when using Dashboard. Breaks mobile users. Occurs in Safari.,Bug,Critical,Closed,API Gateway,"bug, critical"
BUG-0315,Webhook delivery failures,Webhooks not delivered to /api/products. Retry mechanism failing. intermittently.,Bug,Critical,In Progress,Database,"bug, critical"
BUG-0316,Timeout error on file upload,file upload operation times out after 10 seconds. Database query performance issue. Affects specific customers.,Bug,Medium,Open,Admin Panel,"authentication, security"
BUG-0317,Webhook delivery failures,Webhooks not delivered to /api/users. Retry mechanism failing. consistently.,Bug,Critical,Resolved,Backend,"security, compliance"
BUG-0318,Dashboard load time exceeds 120 seconds,Dashboard page takes 120 seconds to load during peak traffic. Performance bottleneck in Reporting Module.,Bug,Critical,Deferred,Backend,"performance, optimization"
BUG-0319,Rate limiting not enforced on /api/reports,"/api/reports accepts unlimited requests, causing cascading failures. No rate limit validation in Authentication.",Bug,Critical,Open,Payment Service,"api, integration"
BUG-0320,Data inconsistency in sessions,sessions contains duplicate entries for email. Unique constraint not enforced. Data integrity issue.,Bug,Medium,Resolved,Frontend,technical-debt
BUG-0321,Rate limiting not enforced on /api/auth,"/api/auth accepts unlimited requests, causing system slowdown. No rate limit validation in Notification Service.",Bug,Critical,Closed,Frontend,"database, performance"
BUG-0322,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in Payment Service. Reproducible during peak hours.,Bug,Critical,Open,Backend,"authentication, security"
BUG-0323,High CPU usage during update,update causes CPU spike to 100%. Inefficient algorithm in Backend. Affects specific customers.,Bug,High,In Progress,Database,"backend, service"
BUG-0324,Form validation missing for product_id,product_id input field accepts invalid data. No client-side validation. Causes internal server error on submission.,Bug,Medium,Resolved,Backend,"performance, optimization"
BUG-0325,Rate limiting not enforced on /api/users,"/api/users accepts unlimited requests, causing service unavailability. No rate limit validation in Frontend.",Bug,Critical,Closed,Reporting Module,"api, integration"
BUG-0326,Data inconsistency in products,products contains duplicate entries for email. Unique constraint not enforced. Data integrity issue.,Bug,Low,Closed,Authentication,"authentication, security"
BUG-0327,Third-party payment gateway integration failing,Integration with payment gateway returns NullPointerException. API key validation issue. Affects admin users.,Bug,Low,Resolved,Reporting Module,"api, integration"
BUG-0328,Report load time exceeds 10 seconds,Report page takes 10 seconds to load during high load. Performance bottleneck in Backend.,Bug,Medium,Resolved,Backend,"authentication, security"
BUG-0329,Timeout error on user creation,user creation operation times out after 120 seconds. Database query performance issue. Affects premium tier users.,Bug,High,Open,API Gateway,"api, integration"
BUG-0330,Third-party SMS provider integration failing,Integration with SMS provider returns internal server error. API key validation issue. Affects 10% of users.,Bug,Medium,Deferred,API Gateway,feature-request
BUG-0331,Login fails with & in password,Users cannot authenticate when password contains &. Error message: invalid JSON. Affects premium tier users.,Bug,Critical,Resolved,Authentication,"bug, critical"
BUG-0332,JSON parsing error in /api/orders,/api/orders fails to parse request body. Error: constraint violation. Occurs when using special characters.,Bug,Critical,Open,Frontend,"backend, service"
BUG-0333,Dashboard load time exceeds 10 seconds,Dashboard page takes 10 seconds to load during batch processing. Performance bottleneck in Frontend.,Bug,High,In Progress,User Service,"performance, optimization"
BUG-0334,logout fails with 401 error,Users encounter 401 unauthorized error when attempting logout. Token validation failing in Reporting Module. Reproducible intermittently.,Bug,Medium,Open,Reporting Module,"database, performance"
BUG-0335,Search bar not responsive on mobile devices,Search bar component breaks on mobile devices. Layout issue in Reporting Module. occasionally.,Bug,Critical,Open,Payment Service,"security, compliance"
BUG-0336,Rate limiting not enforced on /api/auth,"/api/auth accepts unlimited requests, causing cascading failures. No rate limit validation in Frontend.",Bug,Critical,Deferred,API Gateway,technical-debt
BUG-0337,Webhook delivery failures,Webhooks not delivered to /api/auth. Retry mechanism failing. occasionally.,Bug,Low,Open,Frontend,"frontend, ui"
BUG-0338,Form validation missing for order_date,order_date input field accepts invalid data. No client-side validation. Causes unauthorized on submission.,Bug,Medium,Closed,Admin Panel,technical-debt
BUG-0339,JSON parsing error in /api/reports,/api/reports fails to parse request body. Error: constraint violation. Occurs when using special characters.,Bug,Medium,Open,User Service,"security, compliance"
BUG-0340,Form validation missing for product_id,product_id input field accepts invalid data. No client-side validation. Causes unauthorized on submission.,Bug,Low,Open,User Service,"database, performance"
BUG-0341,JSON parsing error in /api/payments,/api/payments fails to parse request body. Error: constraint violation. Occurs when on first request.,Bug,Critical,Open,API Gateway,"database, performance"
BUG-0342,Database connection pool exhausted,Application runs out of database connections during peak traffic. Connection pool size: 20. Causes degraded performance.,Bug,High,Deferred,API Gateway,"security, compliance"
BUG-0343,Data table not responsive on tablet,Data table component breaks on tablet. Layout issue in Authentication. during peak hours.,Bug,Critical,In Progress,Database,"bug, critical"
BUG-0344,Third-party analytics platform integration failing,Integration with analytics platform returns constraint violation. API key validation issue. Affects specific customers.,Bug,Critical,Resolved,Admin Panel,"security, compliance"
BUG-0345,JavaScript error in User Management,Console shows internal server error when using User Management. Breaks mobile users. Occurs in Edge.,Bug,Critical,In Progress,Authentication,"bug, critical"
BUG-0346,Data inconsistency in audit_logs,audit_logs contains duplicate entries for timestamp. Unique constraint not enforced. Data integrity issue.,Bug,Critical,Closed,Authentication,"api, integration"
BUG-0347,Memory leak in Backend,Backend exhibits memory growth over time. Reaches 2000MB after 24 hours. Causes service unavailability.,Bug,High,Open,Notification Service,"frontend, ui"
BUG-0348,Rate limiting not enforced on /api/orders,"/api/orders accepts unlimited requests, causing service unavailability. No rate limit validation in Admin Panel.",Bug,Medium,Deferred,Notification Service,"performance, optimization"
BUG-0349,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Admin Panel. Reproducible intermittently.,Bug,High,Resolved,Reporting Module,"bug, critical"
BUG-0350,Timeout error on file upload,file upload operation times out after 60 seconds. Database query performance issue. Affects all users.,Bug,High,Open,Frontend,"database, performance"
BUG-0351,login fails with 401 error,Users encounter 401 unauthorized error when attempting login. Token validation failing in Payment Service. Reproducible consistently.,Bug,High,Resolved,Authentication,"performance, optimization"
BUG-0352,Data inconsistency in sessions,sessions contains duplicate entries for product_id. Unique constraint not enforced. Data integrity issue.,Bug,Low,Open,User Service,"performance, optimization"
